Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rise-pads-elevadores-pig-piles,rise pads elevadores pig piles,"Almohadillas verticales negras Pig Wheels - Juego de dos (2) - 1/8 ""<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Estas almohadillas elevadoras de alta calidad están fabricadas por Pig y tienen 1/2 ""de alto. Las almohadillas elevadoras, o elevadores, son almohadillas de plástico duro que se pueden insertar entre los ejes del monopatín y la plataforma para aumentar el espacio entre las ruedas y la tabla, dando tienes espacio adicional para probar algunas ruedas más grandes. Solo recuerda que si quieres instalar almohadillas elevadoras en tu placa, también querrás aumentar la longitud de tu hardware. Una buena regla general para elegir el hardware correcto para usar con tu almohadillas elevadoras es simplemente agregar una pulgada a la altura de las almohadillas elevadoras que está usando. Por ejemplo, si está usando almohadillas elevadoras de .25 "", recomendamos obtener herrajes de 1.25"".<br data-mce-fragment=""1""><br data-mce-fragment=""1"">NOTA: Black Pig Wheels Black Riser Pads: el juego de dos (2) se vende en juegos de dos a menos que se indique lo contrario.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Dos (2) almohadillas verticales negras Pig Wheels - Juego de dos (2) de Pig<br data-mce-fragment=""1"">Altura: 1/8""<br data-mce-fragment=""1"">Proporciona espacio adicional y ayuda a prevenir la mordedura de la rueda.<br data-mce-fragment=""1"">Se venden en juegos de dos a menos que se indique lo contrario",pig wheels,elevadores,elevadores pig,true,Talla,1/8,Color,black,,,"",500.0,shopify,1,deny,manual,14900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_19.jpg?v=1612650768,1,,false,,,,,,,,,,,,,,,,,kg,,,active
world-industries-curb-wax,vela world industries curb wax,"<ul class=""a-unordered-list a-vertical a-spacing-mini"" data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Vuelve el reloj con esta cera de NOS (nueva vieja existencia) de las industrias mundiales.</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">Ideal para coleccionistas e incluso mejor para alguien que busca una buena oferta de cera de bordillo.</span></li>
<li data-mce-fragment=""1""><span class=""a-list-item"" data-mce-fragment=""1"">El pigmento de color varía debido a la edad del producto.</span></li>
</ul>",world industries,vela,vela skateboarding,true,Size,one size,Color,yellow,Material,vela,"",500.0,shopify,3,deny,manual,14900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_18.jpg?v=1612650292,1,,false,,,,,,,,,,,,,,,,,kg,,,active
hardware-tornillos-independent-thrasher-bolts,hardware tornillos independent thrasher bolts,"Descripción: Piezas originales independientes Thrasher Bolts Phillips Hardware<br data-mce-fragment=""1"">Mantenga su configuración junta en todo momento con las piezas originales Thrasher Bolts Phillips Hardware de Independent. Este juego de herrajes tiene todas las tuercas y tornillos que necesita para anclar firmemente su plataforma a sus camiones para que pueda estar seguro de que su viaje permanecerá en una pieza durante toda la temporada. Ideal para cualquier tabla, este juego de herrajes te hará destrozar el parque de patinaje en poco tiempo.<br data-mce-fragment=""1"">Características clave de las piezas originales independientes Thrasher Bolts Phillips Hardware:<br data-mce-fragment=""1"">Juego de 8 tuercas y tornillos",independent,tornillos,tornillos independent,true,Talla,1,Color,black,,,"",100.0,shopify,3,deny,manual,14900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_16.jpg?v=1612649706,1,,false,,,,,,,,,,,,,,,,,kg,,,active
hardware-tornillos-independent-black-phillips,hardware tornillos independent black phillips,"El hardware de piezas originales independientes se especifica con los más altos estándares. Cada juego cuenta con cabezas de logotipo cruzado, tuercas de seguridad de nailon de tamaño completo, cabezas de perno de tamaño completo con insignia Cross y ejes extendidos sin rosca para un daño mínimo de la tabla. Allen Head disponible en negro de 7/8 y &amp; 1 "". El empaque actualizado incluye bolsas de pernos 100% reciclables.",independent,tornillos,tornillos independent,true,Size,1 1/2,Color,black,,,"",100.0,shopify,1,deny,manual,14900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_17.jpg?v=1612649617,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rise-pads-elevadores-independent,rise pads elevadores independent,"CARACTERISTICAS<br data-mce-fragment=""1"">Cantidad<br data-mce-fragment=""1"">Juego de 2 elevadores<br data-mce-fragment=""1"">HARDWARE SUGERIDO<br data-mce-fragment=""1"">Explicación de la compatibilidad de hardware: se necesitan pernos más largos para adaptarse a la adición de elevadores. El grosor de la plataforma es otro factor en esto. Consulte la tabla a continuación para averiguar qué longitud de hardware requerirá su configuración. Estos son los estándares sugeridos, puede ir más largo, pero no acortarlo.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">ESPECIFICACIONES<br data-mce-fragment=""1"">TAMAÑO 1 / 8IN 1 / 4IN<br data-mce-fragment=""1"">LONGITUD DEL HARDWARE PARA CUBIERTAS ESTÁNDAR DE 7 CAPAS (PULG.): 1 1/8 1 1/4 - 1 1/2<br data-mce-fragment=""1"">LONGITUD DEL HARDWARE PARA CUBIERTAS MÁS GRUESAS DE 8/9 CAPAS (PULG.): 1 1/4 - 1 1/2 1 1/2 - 2",independent,elevadores,independent elevadores,true,Size,1/8,Color,black,,,"",500.0,shopify,2,deny,manual,16900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/images_1_fd024fb4-43c4-4d67-b9d4-8e60a812cbcb.jpg?v=1612643751,1,,false,,,,,,,,,,,,,,,,,kg,,,active
rise-pads-elevadores-independent,,,,,,,,1/4,,black,,,"",500.0,shopify,2,deny,manual,16900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_13.jpg?v=1612643751,2,,,,,,,,,,,,,,,,,,,kg,,,
rise-pads-elevadores-independent,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_14.jpg?v=1612643752,3,,,,,,,,,,,,,,,,,,,,,,
rise-pads-elevadores-independent,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_15.jpg?v=1612643752,4,,,,,,,,,,,,,,,,,,,,,,
licorera-independent-9-oz,Licorera independent 9 oz hip flask,"<p>9 onz</p>
<p>independent</p>
<p>Matraz de compañero independiente<br><br>Se puede rellenar con Ribena o con algo un poco más fuerte.<br><br>Indy Trucks - ~ 1 elección de profesional desde 1978</p>",independent,licorera,licorera independent,true,Color,black,,,,,"",500.0,shopify,3,deny,manual,49900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/51541344_395562227656912_5560396018681380864_o.jpg?v=1612628288,1,,false,,,,,,,,,,,,,,,,,kg,,,active
emerica-tool-herramienta,emerica tool herramienta,"<div class=""product-description col-xxs-12 col-sm-7"" data-mce-fragment=""1"">
<h3 data-mce-fragment=""1"">DESCRIPTION</h3>
<p data-mce-fragment=""1"" itemprop=""description""> <br data-mce-fragment=""1""></p>
</div>
<div class=""product-details col-xxs-12 col-sm-5"" data-mce-fragment=""1"">
<h3 data-mce-fragment=""1"">PRODUCT DETAILS</h3>
<div class=""product-number"" data-mce-fragment=""1"">
<strong data-mce-fragment=""1"">Item Code:</strong><span data-mce-fragment=""1""> </span><span data-masterid=""6140001185"" data-mce-fragment=""1"" itemprop=""productID"">6140001185</span>
</div>
</div>",emerica,herramienta,emerica herramienta,true,Color,green,Talla,one size,,,"",500.0,shopify,2,deny,manual,49900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_fde4fce1-03b4-40f0-a5be-5bdcc2a17dce.jpg?v=1612627207,1,,false,,,,,,,,,,,,,,,,,kg,,,active
emerica-tool-herramienta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_2_a85794bf-23ac-4e56-8fce-1c54baeea329.jpg?v=1612627207,2,,,,,,,,,,,,,,,,,,,,,,
emerica-tool-herramienta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_3_0bcb24e6-04be-40ab-aba4-0b7665f6924e.jpg?v=1612627207,3,,,,,,,,,,,,,,,,,,,,,,
emerica-tool-herramienta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_4_49e0054f-45aa-4dd6-a89a-c44d4e954dfb.jpg?v=1612627208,4,,,,,,,,,,,,,,,,,,,,,,
emerica-tool-herramienta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_5_a47f52dc-9b5f-439f-ac59-5e943ed1460f.jpg?v=1612627208,5,,,,,,,,,,,,,,,,,,,,,,
emerica-tool-herramienta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_6_be59ff00-7a53-4930-bbcf-189111af6597.jpg?v=1612627208,6,,,,,,,,,,,,,,,,,,,,,,
maleta-dc-shoes,maleta dc shoes backsider cb,"DETALLES Y CARACTERÍSTICAS<br data-mce-fragment=""1"">Mochila Backsider para hombre<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Gran compartimento principal<br data-mce-fragment=""1"">Bolsillo exterior con organizador<br data-mce-fragment=""1"">Funda para portátil interna acolchada y elevada<br data-mce-fragment=""1"">Panel trasero acolchado<br data-mce-fragment=""1"">Sobre la serigrafía superior<br data-mce-fragment=""1"">Parche de goma en el bolsillo<br data-mce-fragment=""1"">Etiqueta tejida en la bandolera<br data-mce-fragment=""1"">Tamaño: 42 [L] x 31 [A] x 14 [P] cm (16.5 ""[a] x 12"" [ancho] x 5.5 ""[p])<br data-mce-fragment=""1"">Volumen: 18,5 L<br data-mce-fragment=""1"">Composición<br data-mce-fragment=""1""><br data-mce-fragment=""1"">100% poliéster",dc shoes,maletas,dc shoes maletas,true,Talla,one size,Color,navy grey black,,,"",0.0,shopify,1,deny,manual,149900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/navy.jpg?v=1615334942,1,,false,,,,,,,,,,,,,,,,,kg,,,active
maleta-dc-shoes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/navy1.jpg?v=1615334942,2,,,,,,,,,,,,,,,,,,,,,,
maleta-dc-shoes,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/edybp03202_backsidercb_p_btl0_frt1.jpg?v=1615334942,3,,,,,,,,,,,,,,,,,,,,,,
maleta-dc,maleta dc backsieder,"DETALLES Y CARACTERÍSTICAS<br data-mce-fragment=""1"">Mochila Backsider para hombre<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Gran compartimento principal<br data-mce-fragment=""1"">Bolsillo exterior con organizador<br data-mce-fragment=""1"">Funda para portátil interna acolchada y elevada<br data-mce-fragment=""1"">Panel trasero acolchado<br data-mce-fragment=""1"">Sobre la serigrafía superior<br data-mce-fragment=""1"">Parche de goma en el bolsillo<br data-mce-fragment=""1"">Etiqueta tejida en la bandolera<br data-mce-fragment=""1"">Tamaño: 42 [L] x 31 [A] x 14 [P] cm (16.5 ""[a] x 12"" [ancho] x 5.5 ""[p])<br data-mce-fragment=""1"">Volumen: 18,5 L<br data-mce-fragment=""1"">Composición<br data-mce-fragment=""1""><br data-mce-fragment=""1"">100% poliéster",dc shoes,maletas,dc shoes maletas,true,Size,one size,Talla,black white red,,,"",0.0,shopify,1,deny,manual,149900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/black.jpg?v=1615334695,1,,false,,,,,,,,,,,,,,,,,kg,,,active
maleta-dc,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/black1.jpg?v=1615334695,2,,,,,,,,,,,,,,,,,,,,,,
maleta-dc,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/download_1_efafa091-6e10-4ab4-b083-ff45193c6ffc.jpg?v=1615334695,3,,,,,,,,,,,,,,,,,,,,,,
etnies-maleta-2,maleta etnies locker,"DESCRIPCIÓN<br data-mce-fragment=""1"">Mochila<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4140001327<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">600D con respaldo de Peva<br data-mce-fragment=""1"">Revestimiento 210D<br data-mce-fragment=""1"">Cremalleras en espiral<br data-mce-fragment=""1"">Correas de nailon<br data-mce-fragment=""1"">Serigrafía de alta densidad",etnies,maletas,etnies maletas,true,Talla,one size,Color,black white,,,et204,500.0,shopify,1,deny,manual,169900.00,,true,true,889262857382,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etnies-backpack.png?v=1612566155,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etnies-backpack.png?v=1612566155,kg,,,active
etnies-maleta-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4140001327-001-F-001.png?v=1612628691,2,,,,,,,,,,,,,,,,,,,,,,
etnies-maleta-2,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/etni1.jpg?v=1615335302,3,,,,,,,,,,,,,,,,,,,,,,
etnies-maleta-1,maleta etnies essential,"DESCRIPCIÓN<br data-mce-fragment=""1"">600D con respaldo de peva. Forro 210D. Cremalleras en espiral. Correas de nailon<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4140001387/001<br data-mce-fragment=""1"">De color negro<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">600D con respaldo de peva<br data-mce-fragment=""1"">Revestimiento 210D<br data-mce-fragment=""1"">Cremalleras en espiral<br data-mce-fragment=""1"">Correas de nailon",etnies,maletas,etnies maletas,false,Talla,one size,Color,black red,,,et202,500.0,shopify,1,deny,manual,189000.00,,true,true,194691043795,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/DSCN5063.jpg?v=1612566091,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/DSCN5063.jpg?v=1612566091,kg,,,archived
etnies-maleta-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4140001387-001-TO-001.png?v=1612628669,2,,,,,,,,,,,,,,,,,,,,,,
etnies-maleta,maleta  etnies transport,"DESCRIPCIÓN<br data-mce-fragment=""1"">600D con embalaje peva. Forro 210D. Cremalleras en espiral. Correas de nailon. Logotipo de serigrafía de alta densidad. Correas para llevar monopatín<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4140001388/001<br data-mce-fragment=""1"">De color negro<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">600D con embalaje peva<br data-mce-fragment=""1"">Revestimiento 210D<br data-mce-fragment=""1"">Cremalleras en espiral<br data-mce-fragment=""1"">Correas de nailon<br data-mce-fragment=""1"">Logotipo de serigrafía de alta densidad<br data-mce-fragment=""1"">Correas para llevar monopatín",etnies,maletas,etnies maletas,true,Talla,one size,Color,black red,,,et301,1000.0,shopify,3,deny,manual,239900.00,,true,true,194691043818,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/DSCN5062.jpg?v=1612566012,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/DSCN5062.jpg?v=1612566012,kg,,,active
etnies-maleta,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4140001388-001-TO-001.png?v=1612628610,2,,,,,,,,,,,,,,,,,,,,,,
dc-shoes-maleta,maleta dc shoes backsider cb,"DETALLES Y CARACTERÍSTICAS<br data-mce-fragment=""1"">Mochila Backsider para hombre<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Gran compartimento principal<br data-mce-fragment=""1"">Bolsillo exterior con organizador<br data-mce-fragment=""1"">Funda para portátil interna acolchada y elevada<br data-mce-fragment=""1"">Panel trasero acolchado<br data-mce-fragment=""1"">Sobre la serigrafía superior<br data-mce-fragment=""1"">Parche de goma en el bolsillo<br data-mce-fragment=""1"">Etiqueta tejida en la bandolera<br data-mce-fragment=""1"">Tamaño: 42 [L] x 31 [A] x 14 [P] cm (16.5 ""[a] x 12"" [ancho] x 5.5 ""[p])<br data-mce-fragment=""1"">Volumen: 18,5 L<br data-mce-fragment=""1"">Composición<br data-mce-fragment=""1""><br data-mce-fragment=""1"">100% poliéster",dc shoes,maletas,dc shoes maletas,true,Size,one size,Color,black red,,,"",0.0,shopify,1,deny,manual,149900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/IMG-20200131-WA0001.jpg?v=1612565933,1,,false,,,,,,,,,,,,,,,,,kg,,,active
diamond-gorra-new-era,Diamond gorra New era,"Esta gorra ajustada New Era OG Script de Diamond Supply Co. de Diamond Supply Co. para hombre tiene bordado en la parte delantera. Materiales 100% tejido Laine. Color verde debajo del ala. Número de estilo: A16DHE01 Nuevo producto genuino con licencia oficial 100% auténtico. <br data-mce-fragment=""1""><br>",diamond,gorras,diamond gorra,true,Talla,7 3/8,Color,navy,,,"",0.0,shopify,1,deny,manual,89900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/IMG-20200116-WA0004.jpg?v=1612563488,1,,false,,,,,,,,,,,,,,,,,kg,,,active
diamond-gorra,diamond gorra,"",diamond,gorras,diamond gorra,false,Talla,one size,Color,white black,,,"",0.0,shopify,1,deny,manual,79900.00,,true,true,"",https://cdn.shopify.com/s/files/1/0539/4871/1093/products/IMG-20200116-WA0003.jpg?v=1612563362,1,,false,,,,,,,,,,,,,,,,,kg,,,archived
es-gorra-script-satin-hat-1,éS gorra script satin hat,"DESCRIPCIÓN<br data-mce-fragment=""1"">100% poliéster<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 5140000870/001<br data-mce-fragment=""1"">De color negro<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">100% poliéster",éS,gorras,éS gorras,true,Talla,one size,Color,black,,,es103,500.0,shopify,9,deny,manual,85900.00,,true,false,194691054548,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/hat-es.png?v=1612563274,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/hat-es.png?v=1612563274,kg,,,active
emerica-gorra-interlude-trucker,emerica gorra interlude trucker,"Gorra trucker Emerica Interlude con aplique frontal con snapback de plástico.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">100% algodón<br data-mce-fragment=""1"">Cierre ajustable<br data-mce-fragment=""1"">Paneles de malla<br data-mce-fragment=""1"">Aplique frontal<br data-mce-fragment=""1"">Importado",emerica,gorras,emerica gorra,true,Talla,one size,Color,navy,,,nb102,500.0,shopify,1,deny,manual,89900.00,,true,true,889262833515,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/emmerr.png?v=1612563122,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/emmerr.png?v=1612563122,kg,,,active
emerica-gorra-defy-snapback,emerica gorra defy snapback,"<table class=""product-specs table-striped"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"">
<th class=""spec-key"" data-mce-fragment=""1"">Marcas</th>
<td class=""spec-value text-right"" data-mce-fragment=""1""><a href=""https://hatstore.es/emerica/"" data-mce-fragment=""1"" data-mce-href=""https://hatstore.es/emerica/"">Emerica</a></td>
</tr>
<tr data-mce-fragment=""1"">
<th class=""spec-key"" data-mce-fragment=""1"">N.º de artículo</th>
<td class=""spec-value text-right"" data-mce-fragment=""1"">HS1009627</td>
</tr>
<tr data-mce-fragment=""1"">
<th class=""spec-key"" data-mce-fragment=""1"">Color</th>
<td class=""spec-value text-right"" data-mce-fragment=""1"">Rojo</td>
</tr>
<tr data-mce-fragment=""1"">
<th class=""spec-key"" data-mce-fragment=""1"">Nombre del producto</th>
<td class=""spec-value text-right"" data-mce-fragment=""1"">Defy Burgundy Snapback</td>
</tr>
<tr data-mce-fragment=""1"">
<th class=""spec-key"" data-mce-fragment=""1"">Material</th>
<td class=""spec-value text-right"" data-mce-fragment=""1"">60% Cotton, 40% Polyester</td>
</tr>
</tbody>
</table>",emerica,gorras,emerica gorra,false,Talla,one size,Color,burgundy,,,eme0001,500.0,shopify,1,deny,manual,99900.00,,true,true,889262544145,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/emerika.png?v=1612563018,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/emerika.png?v=1612563018,kg,,,archived
